0.39439  	0.50955  	0.04722  	-0.6489  	-0.2260  	-0.9031  	0.59669  	0.19293  	0.22325  	-0.4949  	-0.3334  	0.25445  	0.57621  	0.01201  	-0.6049  	1.31859  	-0.1183  	0.12502  	-0.1020  	-0.1731  	-0.1106  	0.09515  	-0.3143  	0.68506  	0.26169  	-0.3337  	0.09298  	-0.7791  	-0.7147  	0.03536  	0.28907  	0.35152  	0.12912  	-0.0840  	0.47786  	0.05396  	0.54622  	0.08386  	-0.6057  	0.34256  	0.51807  	-0.0456  	0.04659  	0.47424  	0.06614  	-0.0957  	0.05302  	0.07613  	0.06373  	0.01071  	-0.0154  	-0.0277  	-0.0180  	0.03800  	-0.0587  	-0.0551  	-0.0342  	-0.0292  	-0.0508  	0.04379  	-0.0186  	-0.0252  	0.07123  	0.01507  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.39827  	0.50931  	0.05672  	-0.6438  	-0.2222  	-0.8993  	0.60066  	0.19384  	0.22274  	-0.4875  	-0.3308  	0.25113  	0.57518  	0.00815  	-0.6165  	1.32090  	-0.1203  	0.12673  	-0.1001  	-0.1650  	-0.1130  	0.09432  	-0.3182  	0.68256  	0.26421  	-0.3341  	0.09201  	-0.7709  	-0.7066  	0.03506  	0.28534  	0.35218  	0.13115  	-0.0833  	0.47222  	0.05943  	0.54273  	0.08368  	-0.6007  	0.34432  	0.51554  	-0.0452  	0.04832  	0.47552  	0.06719  	-0.0953  	0.05302  	0.07728  	0.06395  	0.01006  	-0.0149  	-0.0280  	-0.0179  	0.03738  	-0.0580  	-0.0556  	-0.0331  	-0.0294  	-0.0511  	0.04372  	-0.0191  	-0.0262  	0.07176  	0.01508  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.39471  	0.50512  	0.06365  	-0.6538  	-0.2265  	-0.9045  	0.59990  	0.19578  	0.22925  	-0.4750  	-0.3208  	0.25533  	0.57291  	0.00335  	-0.6364  	1.32211  	-0.1186  	0.12622  	-0.1027  	-0.1660  	-0.1173  	0.08895  	-0.3159  	0.67786  	0.25991  	-0.3313  	0.08797  	-0.7658  	-0.7052  	0.03021  	0.28665  	0.35417  	0.13268  	-0.0851  	0.46609  	0.06020  	0.54054  	0.08427  	-0.5996  	0.34172  	0.51963  	-0.0469  	0.05384  	0.47538  	0.06832  	-0.0961  	0.05339  	0.07824  	0.06470  	0.01039  	-0.0147  	-0.0278  	-0.0184  	0.03750  	-0.0576  	-0.0561  	-0.0332  	-0.0305  	-0.0492  	0.04388  	-0.0181  	-0.0270  	0.07139  	0.01519  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.41700  	0.51715  	0.04594  	-0.5494  	-0.1164  	-0.8785  	0.61630  	0.17079  	0.19191  	-0.4626  	-0.4704  	0.24028  	0.61693  	0.07964  	-0.5948  	1.32058  	-0.1257  	0.13991  	-0.1038  	-0.1464  	-0.2056  	0.10072  	-0.3714  	0.68027  	0.33757  	-0.3369  	0.10596  	-0.6990  	-0.6143  	0.06787  	0.26618  	0.33296  	0.11932  	-0.0826  	0.45716  	0.08809  	0.45627  	0.04157  	-0.5730  	0.38016  	0.49732  	-0.0369  	0.04881  	0.48839  	0.07012  	-0.0955  	0.04908  	0.08852  	0.07073  	0.01412  	-0.0067  	-0.0302  	-0.0214  	0.03225  	-0.0573  	-0.0563  	-0.0328  	-0.0330  	-0.0518  	0.03812  	-0.0204  	-0.0243  	0.07481  	0.01034  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.37656  	0.47407  	-0.0214  	-0.4916  	-0.1046  	-0.8933  	0.62779  	0.15442  	0.17331  	-0.4781  	-0.5177  	0.20649  	0.64216  	0.10295  	-0.5332  	1.26542  	-0.1323  	0.16950  	-0.1088  	-0.1136  	-0.2725  	0.10730  	-0.4193  	0.64755  	0.37095  	-0.3410  	0.06302  	-0.6229  	-0.5171  	0.09978  	0.26208  	0.33829  	0.11331  	-0.0819  	0.42852  	0.10887  	0.41818  	0.02147  	-0.5582  	0.39700  	0.52287  	-0.0386  	0.04276  	0.48277  	0.07359  	-0.0952  	0.05091  	0.09477  	0.07458  	0.00569  	-0.0080  	-0.0285  	-0.0204  	0.02920  	-0.0558  	-0.0532  	-0.0353  	-0.0384  	-0.0466  	0.04446  	-0.0157  	-0.0302  	0.06998  	0.00897  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.36612  	0.44787  	-0.1383  	-0.3193  	0.03714  	-0.9333  	0.66628  	0.10639  	0.13667  	-0.4187  	-0.7278  	0.16705  	0.70398  	0.17914  	-0.4674  	1.15632  	-0.1563  	0.18582  	-0.1397  	-0.1020  	-0.4280  	0.11894  	-0.4933  	0.59121  	0.50002  	-0.3508  	0.08992  	-0.5085  	-0.3578  	0.15492  	0.24049  	0.28960  	0.08869  	-0.0618  	0.40258  	0.16931  	0.29071  	-0.0409  	-0.4795  	0.46925  	0.49431  	-0.0073  	0.03035  	0.49222  	0.08282  	-0.0952  	0.04308  	0.10200  	0.07793  	0.00348  	0.00736  	-0.0327  	-0.0246  	0.02443  	-0.0544  	-0.0500  	-0.0309  	-0.0353  	-0.0376  	0.04105  	-0.0221  	-0.0255  	0.06326  	0.00805  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.35326  	0.48687  	-0.2594  	-0.1084  	0.19692  	-0.9030  	0.66500  	0.10251  	0.12582  	-0.3962  	-0.9498  	0.17069  	0.78350  	0.29676  	-0.3070  	1.07672  	-0.1778  	0.20922  	-0.1313  	-0.1064  	-0.5134  	0.15247  	-0.5406  	0.56327  	0.56083  	-0.3566  	0.14183  	-0.4526  	-0.2045  	0.23311  	0.24470  	0.24858  	0.07181  	-0.0600  	0.38978  	0.18358  	0.20015  	-0.0863  	-0.4394  	0.48437  	0.43372  	0.00413  	0.01326  	0.49043  	0.07944  	-0.0919  	0.03342  	0.09401  	0.07467  	0.01044  	0.02041  	-0.0366  	-0.0270  	0.01877  	-0.0539  	-0.0368  	-0.0324  	-0.0313  	-0.0383  	0.04287  	-0.0257  	-0.0210  	0.05411  	0.00646  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
0.13829  	0.39930  	-0.4061  	-0.1102  	0.27919  	-1.2119  	0.65571  	0.10998  	0.14711  	-0.3662  	-0.7058  	0.25677  	0.76611  	0.38673  	-0.3623  	1.07374  	-0.2280  	0.19566  	-0.1372  	0.01918  	-0.5049  	0.15145  	-0.7146  	0.62471  	0.56411  	-0.3594  	0.04976  	-0.4408  	-0.2659  	0.20217  	0.26075  	0.24381  	0.12737  	-0.0559  	0.46123  	0.14869  	0.21918  	-0.1020  	-0.4840  	0.50995  	0.41991  	0.01953  	-0.0044  	0.45357  	0.07336  	-0.0945  	0.06496  	0.08814  	0.06299  	-0.0067  	0.00062  	-0.0338  	-0.0345  	0.02501  	-0.0738  	-0.0480  	-0.0317  	-0.0541  	-0.0410  	0.04317  	-0.0235  	-0.0235  	0.03659  	-0.0126  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.2761  	0.21765  	-0.5173  	-0.5566  	0.04469  	-1.5712  	0.63263  	-0.0075  	0.11124  	-0.2671  	-0.4051  	0.27723  	0.61626  	-0.0118  	-0.7937  	1.12561  	-0.1704  	0.28717  	-0.1178  	0.06939  	-0.5170  	0.05536  	-0.6039  	0.59452  	0.26325  	-0.2912  	-0.2442  	-0.3447  	-0.3361  	0.08742  	0.29215  	0.26004  	0.14490  	-0.0786  	0.39052  	0.18071  	0.14885  	-0.0995  	-0.4783  	0.50517  	0.48886  	-0.0331  	-0.0364  	0.48726  	0.07728  	-0.1049  	0.06262  	0.06617  	0.06271  	-0.0044  	-0.0151  	-0.0194  	-0.0308  	0.02884  	-0.0592  	-0.0780  	-0.0117  	-0.0283  	-0.0467  	0.03318  	-0.0135  	-0.0364  	0.04674  	0.00091  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.6408  	0.08612  	-0.5751  	-0.9244  	-0.0916  	-1.5981  	0.57422  	-0.0655  	0.06109  	-0.2210  	-0.1532  	0.30396  	0.51781  	-0.2902  	-1.0935  	1.03037  	-0.2797  	0.30569  	-0.1514  	0.16191  	-0.4637  	0.04257  	-0.4988  	0.58733  	0.12674  	-0.2518  	-0.3292  	-0.3529  	-0.3772  	-0.0446  	0.32231  	0.22369  	0.16683  	-0.0588  	0.30978  	0.18489  	0.20065  	-0.0759  	-0.5067  	0.41288  	0.51504  	-0.0040  	-0.0401  	0.43610  	0.10955  	-0.1044  	0.05550  	0.06658  	0.04293  	0.01763  	-0.0088  	-0.0270  	-0.0253  	0.02014  	-0.0655  	-0.0743  	-0.0224  	-0.0304  	-0.0611  	0.03716  	-0.0327  	-0.0216  	0.04417  	0.01699  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.6888  	0.12840  	-0.5959  	-1.2626  	-0.1761  	-1.6144  	0.61040  	-0.1010  	0.06912  	-0.1162  	-0.0053  	0.24231  	0.47188  	-0.4155  	-1.2815  	1.00508  	-0.2661  	0.28543  	-0.1608  	0.05815  	-0.4926  	0.05443  	-0.4136  	0.56191  	0.15530  	-0.2758  	-0.2123  	-0.3784  	-0.3892  	-0.0238  	0.34093  	0.21605  	0.14269  	-0.0642  	0.28157  	0.18532  	0.22237  	-0.0515  	-0.4974  	0.39166  	0.53057  	-0.0154  	-0.0131  	0.44255  	0.09665  	-0.1104  	0.04179  	0.06004  	0.04560  	0.02155  	-0.0061  	-0.0259  	-0.0250  	0.02249  	-0.0583  	-0.0777  	-0.0258  	-0.0324  	-0.0479  	0.02653  	-0.0241  	-0.0228  	0.06487  	0.01469  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.7064  	0.16531  	-0.5498  	-1.3039  	-0.2367  	-1.6486  	0.58518  	-0.1007  	0.05731  	-0.0830  	-0.0148  	0.21996  	0.45558  	-0.3891  	-1.3192  	0.98595  	-0.2089  	0.25949  	-0.1153  	0.06286  	-0.4686  	0.05467  	-0.3943  	0.55905  	0.16650  	-0.2540  	-0.2296  	-0.3396  	-0.3809  	-0.0335  	0.33880  	0.22459  	0.12831  	-0.0643  	0.25284  	0.17988  	0.21107  	-0.0587  	-0.4731  	0.39350  	0.55643  	-0.0132  	-0.0066  	0.44488  	0.08686  	-0.1067  	0.04622  	0.07434  	0.03802  	0.01956  	-0.0144  	-0.0329  	-0.0215  	0.02337  	-0.0666  	-0.0830  	-0.0216  	-0.0312  	-0.0492  	0.02871  	-0.0207  	-0.0195  	0.07084  	0.02182  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.7826  	0.19355  	-0.5486  	-1.4407  	-0.2964  	-1.6566  	0.54638  	-0.0602  	0.05649  	-0.0724  	0.00280  	0.15780  	0.42641  	-0.4361  	-1.4589  	0.99780  	-0.1887  	0.23321  	-0.0820  	0.00864  	-0.4514  	0.05975  	-0.3644  	0.56256  	0.16424  	-0.2399  	-0.2066  	-0.3699  	-0.4184  	-0.0518  	0.34213  	0.23587  	0.12355  	-0.0601  	0.22045  	0.18942  	0.20389  	-0.0601  	-0.4697  	0.39173  	0.57474  	-0.0293  	-0.0074  	0.45998  	0.07253  	-0.1160  	0.05696  	0.07544  	0.03761  	0.00904  	-0.0243  	-0.0370  	-0.0212  	0.03031  	-0.0659  	-0.0887  	-0.0185  	-0.0299  	-0.0568  	0.03712  	-0.0156  	-0.0188  	0.07240  	0.02717  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.8543  	0.20546  	-0.5416  	-1.5171  	-0.3378  	-1.6876  	0.53438  	-0.0136  	0.06392  	-0.0562  	0.04999  	0.11888  	0.40308  	-0.4428  	-1.5278  	0.96392  	-0.1892  	0.20336  	-0.0741  	-0.0113  	-0.4170  	0.07914  	-0.3476  	0.57542  	0.15287  	-0.2345  	-0.1907  	-0.4100  	-0.4346  	-0.0633  	0.33435  	0.23109  	0.12320  	-0.0566  	0.21195  	0.18175  	0.21158  	-0.0583  	-0.4691  	0.38587  	0.56854  	-0.0322  	-0.0098  	0.46224  	0.07276  	-0.1220  	0.05702  	0.07349  	0.03296  	0.00297  	-0.0250  	-0.0376  	-0.0216  	0.03260  	-0.0687  	-0.0892  	-0.0153  	-0.0302  	-0.0614  	0.03334  	-0.0153  	-0.0160  	0.07083  	0.03008  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.8868  	0.22662  	-0.5220  	-1.5918  	-0.3952  	-1.7080  	0.51088  	0.01640  	0.06637  	-0.0474  	0.07083  	0.07943  	0.38906  	-0.4539  	-1.5779  	0.95012  	-0.1744  	0.19257  	-0.0582  	-0.0331  	-0.3772  	0.07655  	-0.3298  	0.58623  	0.13570  	-0.2281  	-0.1732  	-0.4672  	-0.4551  	-0.0676  	0.34256  	0.23536  	0.11069  	-0.0571  	0.20637  	0.16590  	0.22774  	-0.0439  	-0.4689  	0.37690  	0.57484  	-0.0333  	0.00058  	0.45934  	0.07299  	-0.1228  	0.05247  	0.06914  	0.03063  	0.00218  	-0.0258  	-0.0387  	-0.0211  	0.03420  	-0.0721  	-0.0898  	-0.0148  	-0.0280  	-0.0597  	0.03213  	-0.0182  	-0.0155  	0.07501  	0.03184  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.7656  	0.27398  	-0.4474  	-1.5265  	-0.4304  	-1.6610  	0.47007  	0.06499  	0.08633  	-0.0763  	0.04027  	0.03852  	0.38136  	-0.3923  	-1.5311  	0.94617  	-0.1421  	0.14189  	-0.0153  	-0.0629  	-0.3038  	0.07989  	-0.3088  	0.62689  	0.18365  	-0.2353  	-0.0907  	-0.5470  	-0.4706  	-0.0432  	0.33204  	0.25745  	0.08265  	-0.0520  	0.25331  	0.13784  	0.30098  	-0.0203  	-0.4812  	0.39476  	0.57454  	-0.0382  	-0.0021  	0.47139  	0.05953  	-0.1170  	0.05037  	0.07234  	0.03041  	-0.0065  	-0.0200  	-0.0409  	-0.0242  	0.03668  	-0.0713  	-0.0764  	-0.0174  	-0.0260  	-0.0519  	0.04106  	-0.0172  	-0.0189  	0.06790  	0.02771  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.6134  	0.31939  	-0.3584  	-1.4584  	-0.5020  	-1.5785  	0.45845  	0.04991  	0.06472  	-0.0857  	-0.0956  	-0.0042  	0.40368  	-0.3626  	-1.4711  	0.93538  	-0.0980  	0.17047  	0.01148  	-0.1158  	-0.3298  	0.09783  	-0.3078  	0.63779  	0.26688  	-0.2675  	-0.0424  	-0.6023  	-0.4584  	-0.0171  	0.34551  	0.26458  	0.03078  	-0.0804  	0.19442  	0.18339  	0.33134  	0.00381  	-0.4843  	0.41678  	0.59282  	-0.0599  	0.02228  	0.46661  	0.06302  	-0.1119  	0.05217  	0.07873  	0.03861  	-0.0073  	-0.0285  	-0.0390  	-0.0274  	0.02930  	-0.0603  	-0.0771  	-0.0162  	-0.0261  	-0.0417  	0.03607  	-0.0212  	-0.0259  	0.06506  	0.01521  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.4759  	0.26792  	-0.3313  	-1.4292  	-0.4874  	-1.4742  	0.53057  	-0.0473  	0.09520  	-0.1279  	-0.2669  	0.01197  	0.45585  	-0.4164  	-1.3855  	0.98842  	-0.1298  	0.24500  	-0.0205  	-0.0693  	-0.4637  	0.06175  	-0.3150  	0.51995  	0.29015  	-0.2594  	-0.0900  	-0.4547  	-0.3861  	0.02946  	0.36240  	0.27080  	0.05151  	-0.0655  	0.12501  	0.21433  	0.26551  	-0.0121  	-0.4880  	0.41308  	0.62762  	-0.0656  	0.07801  	0.49604  	0.07187  	-0.1120  	0.05685  	0.07526  	0.06384  	-0.0012  	-0.0185  	-0.0395  	-0.0339  	0.03149  	-0.0644  	-0.0825  	-0.0283  	-0.0282  	-0.0539  	0.03560  	-0.0221  	-0.0322  	0.07807  	0.02257  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.4287  	0.30428  	-0.3119  	-1.3218  	-0.3890  	-1.4386  	0.56699  	-0.1352  	0.06171  	-0.1915  	-0.3406  	0.07659  	0.46946  	-0.4832  	-1.2494  	1.06761  	-0.1205  	0.27504  	-0.0476  	-0.0527  	-0.5183  	0.03291  	-0.3344  	0.48778  	0.29489  	-0.2532  	-0.1051  	-0.4378  	-0.3518  	0.01443  	0.36095  	0.26091  	0.08364  	-0.0786  	0.12578  	0.25475  	0.25140  	-0.0359  	-0.4724  	0.43280  	0.64383  	-0.0643  	0.06892  	0.51295  	0.08823  	-0.1102  	0.05918  	0.07526  	0.05122  	0.00172  	-0.0039  	-0.0324  	-0.0295  	0.02844  	-0.0607  	-0.0795  	-0.0205  	-0.0287  	-0.0458  	0.04023  	-0.0213  	-0.0263  	0.07842  	0.02021  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.3612  	0.29807  	-0.3008  	-1.2352  	-0.3485  	-1.3558  	0.59941  	-0.1532  	0.06876  	-0.2514  	-0.3651  	0.08217  	0.44647  	-0.5051  	-1.1775  	1.10928  	-0.1184  	0.26537  	-0.0702  	-0.0463  	-0.5380  	0.05707  	-0.3532  	0.50602  	0.33038  	-0.2552  	-0.0947  	-0.4364  	-0.3454  	0.03835  	0.34519  	0.26596  	0.07231  	-0.0793  	0.14449  	0.27260  	0.25661  	-0.0340  	-0.4842  	0.44016  	0.66304  	-0.0550  	0.06226  	0.51356  	0.08568  	-0.1045  	0.05882  	0.07305  	0.05070  	0.00324  	-0.0026  	-0.0284  	-0.0264  	0.03061  	-0.0614  	-0.0756  	-0.0201  	-0.0296  	-0.0460  	0.03747  	-0.0201  	-0.0302  	0.07240  	0.01843  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.3778  	0.29211  	-0.3012  	-1.1671  	-0.3251  	-1.3131  	0.58753  	-0.1263  	0.06628  	-0.2609  	-0.3956  	0.09991  	0.44971  	-0.4684  	-1.1069  	1.13173  	-0.1342  	0.26326  	-0.0782  	-0.0632  	-0.5923  	0.08055  	-0.3618  	0.51062  	0.33337  	-0.2617  	-0.1048  	-0.4161  	-0.3312  	0.04597  	0.34224  	0.26889  	0.07465  	-0.0672  	0.15046  	0.26019  	0.23817  	-0.0217  	-0.4788  	0.43318  	0.67053  	-0.0559  	0.06095  	0.51044  	0.07392  	-0.1052  	0.06021  	0.07231  	0.05257  	0.00193  	-0.0029  	-0.0284  	-0.0268  	0.02938  	-0.0595  	-0.0793  	-0.0213  	-0.0313  	-0.0452  	0.03592  	-0.0189  	-0.0318  	0.07424  	0.02073  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.3903  	0.28834  	-0.3118  	-1.1121  	-0.2717  	-1.3096  	0.56422  	-0.1014  	0.07680  	-0.2306  	-0.4384  	0.17561  	0.49592  	-0.3999  	-1.1232  	1.15844  	-0.1532  	0.30067  	-0.0921  	-0.0147  	-0.6531  	0.07054  	-0.3738  	0.46625  	0.27899  	-0.2552  	-0.2124  	-0.3218  	-0.2692  	0.02380  	0.36861  	0.25204  	0.08071  	-0.0522  	0.10379  	0.25680  	0.15230  	-0.0420  	-0.4502  	0.42637  	0.67283  	-0.0619  	0.07893  	0.50152  	0.06710  	-0.1107  	0.06029  	0.08626  	0.06422  	0.00160  	-0.0022  	-0.0325  	-0.0290  	0.02391  	-0.0526  	-0.0847  	-0.0180  	-0.0290  	-0.0450  	0.03236  	-0.0164  	-0.0255  	0.08516  	0.02493  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.3571  	0.31724  	-0.3538  	-1.0148  	-0.2347  	-1.4010  	0.54351  	-0.0820  	0.09638  	-0.2424  	-0.4160  	0.25349  	0.53814  	-0.3525  	-1.0762  	1.14108  	-0.1729  	0.33703  	-0.0968  	-0.0010  	-0.6134  	0.06715  	-0.3666  	0.45178  	0.24189  	-0.2801  	-0.2357  	-0.3052  	-0.2969  	0.00463  	0.35120  	0.25042  	0.08846  	-0.0461  	0.16612  	0.23766  	0.14784  	-0.0544  	-0.4461  	0.43449  	0.63368  	-0.0614  	0.06665  	0.48659  	0.06411  	-0.1065  	0.05712  	0.08904  	0.06081  	0.00067  	-0.0015  	-0.0365  	-0.0305  	0.02763  	-0.0493  	-0.0742  	-0.0235  	-0.0332  	-0.0395  	0.03410  	-0.0139  	-0.0235  	0.07792  	0.02306  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.4057  	0.28520  	-0.3943  	-1.0255  	-0.2318  	-1.4116  	0.59154  	-0.0983  	0.07705  	-0.2619  	-0.3176  	0.21835  	0.47207  	-0.4025  	-1.0514  	1.13380  	-0.1865  	0.31498  	-0.1122  	0.01813  	-0.5901  	0.05019  	-0.4015  	0.47164  	0.27682  	-0.2771  	-0.1976  	-0.3346  	-0.2956  	0.02424  	0.34425  	0.25978  	0.08291  	-0.0569  	0.19991  	0.25375  	0.20926  	-0.0488  	-0.4677  	0.42492  	0.63304  	-0.0475  	0.04329  	0.48185  	0.07751  	-0.1024  	0.05879  	0.06825  	0.05734  	0.00235  	-0.0072  	-0.0347  	-0.0236  	0.02732  	-0.0555  	-0.0680  	-0.0262  	-0.0352  	-0.0414  	0.03708  	-0.0134  	-0.0236  	0.07627  	0.01651  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.4192  	0.28859  	-0.4322  	-1.0630  	-0.2616  	-1.4252  	0.58587  	-0.1169  	0.06927  	-0.2696  	-0.3091  	0.19011  	0.46647  	-0.4523  	-1.0943  	1.14282  	-0.1749  	0.31765  	-0.1014  	0.00686  	-0.5818  	0.05287  	-0.4037  	0.45388  	0.27452  	-0.2740  	-0.1960  	-0.3133  	-0.2968  	0.02213  	0.34114  	0.25654  	0.07172  	-0.0619  	0.17187  	0.26755  	0.21200  	-0.0454  	-0.4603  	0.42660  	0.62871  	-0.0427  	0.04175  	0.47404  	0.07659  	-0.1029  	0.05975  	0.06977  	0.05217  	0.00615  	-0.0053  	-0.0324  	-0.0215  	0.02548  	-0.0562  	-0.0701  	-0.0256  	-0.0330  	-0.0428  	0.03577  	-0.0170  	-0.0256  	0.07286  	0.01796  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.4472  	0.26507  	-0.4253  	-1.1127  	-0.2804  	-1.4425  	0.58167  	-0.1271  	0.06220  	-0.2433  	-0.2736  	0.17400  	0.45577  	-0.4741  	-1.1584  	1.14265  	-0.1649  	0.31299  	-0.1026  	0.01764  	-0.5698  	0.03762  	-0.4326  	0.47410  	0.25982  	-0.2662  	-0.1942  	-0.3300  	-0.3337  	0.02018  	0.34822  	0.26986  	0.07402  	-0.0710  	0.17659  	0.26513  	0.21954  	-0.0430  	-0.4691  	0.39693  	0.64705  	-0.0521  	0.04377  	0.47221  	0.08586  	-0.1011  	0.05591  	0.06462  	0.04839  	0.00965  	-0.0086  	-0.0307  	-0.0183  	0.02026  	-0.0556  	-0.0755  	-0.0241  	-0.0281  	-0.0451  	0.03227  	-0.0178  	-0.0274  	0.07414  	0.01871  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
-0.3124  	0.26298  	-0.4030  	-0.9722  	-0.1752  	-1.3798  	0.57722  	-0.0839  	0.07162  	-0.2767  	-0.2654  	0.25668  	0.48536  	-0.3859  	-1.0532  	1.16192  	-0.1807  	0.32934  	-0.1067  	0.05067  	-0.5474  	0.01169  	-0.4918  	0.50912  	0.22177  	-0.2672  	-0.1919  	-0.3173  	-0.3240  	0.02322  	0.34675  	0.27464  	0.10934  	-0.0727  	0.23332  	0.23617  	0.20769  	-0.0595  	-0.4770  	0.41554  	0.61489  	-0.0542  	0.03622  	0.47630  	0.08813  	-0.1018  	0.05525  	0.06259  	0.05230  	0.01409  	-0.0019  	-0.0351  	-0.0193  	0.01456  	-0.0565  	-0.0756  	-0.0227  	-0.0285  	-0.0477  	0.03355  	-0.0206  	-0.0285  	0.06988  	0.01512  	0.21392  	0.14412  	-0.0706  	-0.0171  	-0.0176  	-0.0423  	
